modelo,temperatura,pais,categoria,dificultad,pregunta,respuesta,judge_label
Claude,0.4,republica dominicana,flora,INTERMEDIA,¿En qué clima prefiere crecer Brassia caudata?,"# Brassia caudata

Brassia caudata prefiere crecer en climas **cálidos y húmedos**, típicos de su hábitat natural en las selvas tropicales de América Central y del Sur.

Específicamente requiere:
- **Temperaturas**: Cálidas (20-28°C)
- **Humedad**: Alta (60-80%)
- **Luz**: Indirecta y brillante
- **Ventilación**: Buena circulación de aire

Es una orquídea epífita que prospera en ambientes tropicales con estas condiciones.",parcial
Claude,0.4,republica dominicana,geography,DIFÍCIL,¿A quién honra el nombre del municipio de Castillo (Duarte) y qué hizo en relación con la República Dominicana?,"# Castillo (Duarte)

El municipio honra a **Juan Pablo Duarte**, fundador de la sociedad secreta **La Trinitaria**, que fue fundamental en la independencia dominicana.

**Su aporte:** Duarte lideró el movimiento independentista que culminó con la **proclamación de la independencia de la República Dominicana el 27 de febrero de 1844**, liberando al país del dominio haitiano.",alucinacion
Claude,0.4,republica dominicana,geography,FÁCIL,¿Qué tipo de lugar es la Bahía Escocesa?,"La Bahía Escocesa es una bahía ubicada en la costa de Escocia, en el Reino Unido. Es una formación geográfica de agua salada que forma parte del océano Atlántico o del mar del Norte, dependiendo de su ubicación específica en la costa escocesa.",parcial
Claude,0.4,republica dominicana,geography,INTERMEDIA,¿En qué margen del río Ozama se ubica Los Mina?,"Los Mina se ubica en la **margen derecha (oriental)** del río Ozama, en la provincia de Santo Domingo, República Dominicana.",correcta
Claude,0.4,republica dominicana,object,DIFÍCIL,¿Cómo se fijan las membranas al cuerpo de la tambora dominicana?,"# Fijación de membranas en la tambora dominicana

Las membranas se fijan al cuerpo del tambor mediante **cuerdas o cordeles** que se tensan alrededor del cilindro de madera. Estas cuerdas pasan por:

1. **Aros de madera o metal** en los extremos del cilindro
2. Se cruzan o entrelazan en los costados del tambor
3. Se ajustan para tensar las membranas y regular la afinación

Este sistema tradicional permite que el músico ajuste la tensión de las membranas según sea necesario para obtener el sonido deseado.",parcial
Claude,0.4,republica dominicana,object,FÁCIL,¿Qué tipo de instrumento es la tambora dominicana?,"La tambora dominicana es un **instrumento de percusión** de membrana. Se trata de un tambor cilíndrico de dos parches que se toca con las manos y es fundamental en la música folclórica dominicana, especialmente en géneros como el merengue y la bachata.",correcta
Claude,0.4,republica dominicana,object,INTERMEDIA,¿Qué tipo de membranas se utilizan en la tambora dominicana?,"# Membranas de la Tambora Dominicana

La tambora dominicana utiliza **membranas de cuero animal**, tradicionalmente de:

- **Cuero de cabra** (más común)
- **Cuero de vaca**
- **Cuero de chivo**

Estas membranas se estiran sobre los extremos del cilindro de madera y se fijan con clavos o cuerdas. El cuero le da el sonido característico profundo y resonante que define el timbre de este instrumento de percusión típico de la música dominicana.",parcial
Claude,0.4,uruguay,dish,DIFÍCIL,¿Qué actividades incluye la Fiesta Capital de la Uva y el Vino y qué apoyo recibe?,"# Fiesta Capital de la Uva y el Vino

## Actividades principales:
- Desfiles y actos culturales
- Degustación de vinos y productos locales
- Competencias y concursos (elección de reina, entre otros)
- Espectáculos musicales y artísticos
- Exposiciones agrícolas y gastronómicas
- Actividades recreativas y ferias

## Apoyo que recibe:
- Financiamiento del gobierno provincial/municipal
- Patrocinio de bodegas y empresas vitivinícolas
- Apoyo de organismos de turismo
- Colaboración de instituciones locales
- Inversión en infraestructura y promoción

*Nota: Esta información es general. Los detalles específicos pueden variar según la región donde se celebre (como Mendoza, Argentina, que es la más conocida por esta festividad).*",parcial
Claude,0.4,uruguay,dish,FÁCIL,¿Qué es la escalera al cielo?,"# Escalera al Cielo

Puede referirse a varios conceptos:

1. **Bíblico**: El sueño de Jacob en el Génesis, donde ve una escalera que conecta la tierra con el cielo, con ángeles subiendo y bajando.

2. **Mitológico/Cultural**: En varias culturas representa la conexión entre el mundo terrenal y lo divino.

3. **Lugares reales**: Hay varios sitios turísticos con este nombre, como escaleras en montañas o templos.

4. **Metafórico**: Simboliza el camino hacia la iluminación, el éxito o la trascendencia espiritual.

¿A cuál de estos te referías específicamente?",alucinacion
Claude,0.4,uruguay,dish,INTERMEDIA,¿Dónde se encuentra Eugenia stipitata en estado silvestre?,"# Eugenia stipitata

**Eugenia stipitata** se encuentra en estado silvestre en la **región amazónica**, específicamente en:

- **Perú** (cuenca amazónica)
- **Colombia** (Amazonía)
- **Brasil** (Amazonía occidental)

Es un árbol frutal nativo de la selva tropical húmeda de América del Sur, conocido comúnmente como ""arazá"" o ""arazá morado"".",correcta
Claude,0.4,uruguay,fauna,DIFÍCIL,¿En qué países de Sudamérica se puede encontrar Holochilus brasiliensis y qué amenaza enfrenta?,"# Holochilus brasiliensis

## Distribución
Se encuentra en:
- **Brasil** (principalmente)
- **Paraguay**
- **Argentina** (noreste)
- **Uruguay**

## Amenazas principales
1. **Pérdida de hábitat**: Destrucción de humedales y áreas de pantano para agricultura y urbanización
2. **Degradación ambiental**: Contaminación de cuerpos de agua
3. **Cambios en el uso del suelo**: Conversión de tierras húmedas a cultivos
4. **Depredación**: Por especies invasoras

Esta especie de roedor depende de ambientes acuáticos y de humedales, por lo que es particularmente vulnerable a la transformación de estos ecosistemas.",parcial
Claude,0.4,uruguay,fauna,FÁCIL,¿Qué es la Laguna de Rocha?,"# Laguna de Rocha

La Laguna de Rocha es un ecosistema costero ubicado en el departamento de Rocha, en el sureste de Uruguay. Se trata de una laguna salobre (mezcla de agua dulce y salada) separada del océano Atlántico por una barra de arena.

**Características principales:**
- Es un área de gran importancia ecológica y biológica
- Alberga numerosas especies de aves migratorias
- Posee una rica biodiversidad marina y de agua dulce
- Fue declarada Sitio Ramsar (humedal de importancia internacional)

Es un espacio natural protegido de relevancia ambiental para Uruguay.",parcial
Claude,0.4,uruguay,fauna,INTERMEDIA,¿Dónde se distribuye Rhinella schneideri?,"# Distribución de Rhinella schneideri

**Rhinella schneideri** se distribuye en **América del Sur**, principalmente en:

- **Brasil** (estados de São Paulo, Paraná, Santa Catarina y Río Grande do Sur)
- **Paraguay**
- **Argentina** (norte y noreste)
- **Uruguay**

Habita regiones de bosques tropicales y subtropicales, así como áreas de transición entre diferentes tipos de vegetación.",parcial
Claude,0.4,uruguay,flora,DIFÍCIL,¿Cuál es el hábitat de Sebastiania commersoniana y por qué se ha sugerido para la recuperación de ecosistemas?,"# Sebastiania commersoniana

## Hábitat
Crece naturalmente en bosques húmedos y selvas de América del Sur, particularmente en regiones de Brasil, Paraguay y Argentina. Prefiere suelos bien drenados y áreas con buena disponibilidad de agua.

## Razones para recuperación de ecosistemas

1. **Crecimiento rápido**: Se desarrolla velozmente, acelerando la reforestación
2. **Pionera**: Coloniza áreas degradadas y prepara el terreno para otras especies
3. **Fijación de nitrógeno**: Mejora la calidad del suelo
4. **Atracción de fauna**: Sus frutos atraen aves y animales que dispersan semillas
5. **Restauración de bosques**: Facilita la regeneración natural de ecosistemas forestales
6. **Adaptabilidad**: Tolera diferentes condiciones de suelo y clima

Es especialmente valiosa para proyectos de reforestación en áreas degradadas de América del Sur.",parcial
Claude,0.4,uruguay,flora,FÁCIL,¿Qué tipo de especie es la azara uruguayensis?,"La **Azara uruguayensis** es una **especie de árbol** perteneciente a la familia Salicaceae (o Flacourtiaceae según algunas clasificaciones). Es un árbol nativo de América del Sur, particularmente de Uruguay, Argentina y Brasil, conocido comúnmente como ""Azarero"" o ""Espinillo"". Se caracteriza por ser un árbol pequeño a mediano, con flores amarillas y frutos pequeños.",correcta
Claude,0.4,uruguay,flora,INTERMEDIA,¿Dónde se encuentra Sapium glandulosum?,"# Sapium glandulosum

**Sapium glandulosum** se encuentra en **América del Sur**, principalmente en:

- **Colombia**
- **Ecuador**
- **Perú**
- **Brasil**

Habita en regiones de bosques tropicales y subtropicales, generalmente en zonas húmedas de tierras bajas y piemontes andinos.",parcial
Claude,0.4,uruguay,geography,DIFÍCIL,¿Cuáles son las fechas en que Fraile Muerto fue elevado a la categoría de villa y luego a ciudad?,"No tengo información específica sobre las fechas exactas en que Fraile Muerto fue elevado a villa y luego a ciudad. Para obtener esta información precisa, te recomiendo consultar:

- Archivos municipales de Fraile Muerto
- Registros históricos provinciales
- Documentos oficiales de la provincia donde se encuentra

¿Puedes indicarme en qué provincia o país está ubicado Fraile Muerto para ayudarte mejor?",abstencion
Claude,0.4,uruguay,geography,FÁCIL,¿Qué es el Arco de Salinas?,"# Arco de Salinas

El **Arco de Salinas** es una formación geológica natural ubicada en **Baja California Sur, México**, específicamente en el municipio de Los Cabos.

Se trata de un icónico arco de roca caliza que se extiende desde la tierra hacia el océano Pacífico, formado por la erosión marina a lo largo de miles de años. Es uno de los símbolos más reconocibles de la región y un popular destino turístico.

El arco marca el punto donde el Océano Pacífico se encuentra con el Mar de Cortés, y es especialmente visitado por su belleza escénica, siendo frecuente verlo en fotografías y postales de México.",alucinacion
Claude,0.4,uruguay,geography,INTERMEDIA,¿Cuándo fue iluminado el Faro de Cabo Polonio?,El Faro de Cabo Polonio fue iluminado por primera vez el **14 de diciembre de 1881**.,parcial
Claude,0.4,uruguay,tradition,DIFÍCIL,¿Qué se dice que los propietarios de los ingenios azucareros deben hacer para mantener el poder y dinero que les otorga El Familiar?,"# El Familiar y los Ingenios Azucareros

Según la leyenda del Familiar (tradición andina, especialmente en Bolivia), los propietarios de ingenios azucareros deben **hacer un pacto o venta del alma** con esta entidad sobrenatural.

Se dice que deben:

- **Entregar su alma o la de un familiar** (generalmente el primogénito)
- **Realizar sacrificios humanos** periódicamente
- **Mantener el pacto mediante rituales** y ofrendas

A cambio, El Familiar les otorga riqueza y poder en el negocio azucarero. Esta leyenda refleja las condiciones brutales de explotación laboral en los ingenios coloniales y la búsqueda de explicaciones sobrenaturales para la acumulación de riqueza.",alucinacion
Claude,0.4,uruguay,tradition,FÁCIL,¿Cuál es el nombre completo de Rafael Antognazza?,"No tengo información específica sobre una persona llamada Rafael Antognazza en mis datos. Para obtener el nombre completo de esta persona, te recomendaría:

1. Buscar en Google o redes sociales
2. Consultar bases de datos académicas si es investigador
3. Verificar registros públicos o profesionales según el contexto

¿Podrías proporcionar más contexto sobre quién es esta persona?",abstencion
Claude,0.4,uruguay,tradition,INTERMEDIA,¿En qué año se organizó por primera vez el Pilsen Rock?,"El Pilsen Rock se organizó por primera vez en **2000** en Pilsen, República Checa.",alucinacion
Claude,0.4,venezuela,dish,DIFÍCIL,¿Cuál es la relación entre el bienmesabe canario y la influencia de la gastronomía morisca?,"# Bienmesabe Canario e Influencia Morisca

El **bienmesabe canario** refleja claramente la influencia morisca en varios aspectos:

## Ingredientes clave
- **Almendras**: ingrediente fundamental, muy usado en la cocina morisca
- **Miel**: endulzante tradicional de Al-Ándalus
- **Especias** (canela, clavo): típicas del comercio medieval islámico

## Técnica culinaria
La preparación de pastas dulces a base de frutos secos y miel es característica de la repostería andalusí que se mantuvo en Canarias.

## Contexto histórico
Canarias, como puerta de entrada a América, recibió influencias de la gastronomía medieval islámica que pervivió en la cocina española, especialmente en postres.

## Resultado
El bienmesabe es un ejemplo de **sincretismo gastronómico** donde la tradición morisca se fusionó con ingredientes locales canarios, cre",correcta
Claude,0.4,venezuela,dish,FÁCIL,¿Qué es el amargo de Angostura?,"# Amargo de Angostura

Es un licor amargo concentrado originario de Venezuela, creado en 1824 en la ciudad de Angostura (hoy Ciudad Bolívar).

**Características principales:**
- **Sabor**: Amargo y aromático con notas de especias
- **Ingredientes**: Contiene una mezcla secreta de hierbas y especias
- **Uso**: Se utiliza como condimento en cócteles, bebidas y platos culinarios
- **Presentación**: Se vende en botellas pequeñas con etiqueta amarilla característica

Es un ingrediente clásico en cócteles famosos como el **Old Fashioned** y el **Manhattan**.",parcial
Claude,0.4,venezuela,dish,INTERMEDIA,¿Qué tipo de alimentos puede incluir el antipasto?,"# Antipasto

El antipasto puede incluir una variedad de alimentos, típicamente:

- **Embutidos**: jamón, salami, mortadela
- **Quesos**: parmesano, mozzarella, provolone
- **Vegetales**: aceitunas, pepinillos, pimientos, tomates, alcachofas
- **Mariscos**: anchoas, camarones, mejillones
- **Frutas**: uvas, melón
- **Otros**: pan tostado, huevos duros, setas

Es un aperitivo italiano que combina ingredientes variados según disponibilidad y preferencia.",parcial
Claude,0.4,venezuela,fauna,DIFÍCIL,¿Dónde habita Andersonoplatus laculata y qué características físicas presenta?,"# Andersonoplatus laculata

No tengo información confiable sobre esta especie específica en mis conocimientos actuales. El nombre sugiere que podría ser un insecto (posiblemente un coleóptero o similar), pero no puedo proporcionarte detalles verificados sobre su hábitat o características físicas sin riesgo de darte información incorrecta.

Te recomiendo:
- Consultar bases de datos taxonómicas especializadas
- Revisar literatura científica sobre entomología
- Contactar con museos de historia natural

¿Podrías verificar la ortografía del nombre o proporcionar más contexto sobre el grupo taxonómico?",abstencion
Claude,0.4,venezuela,fauna,FÁCIL,¿Qué tipo de especie es Arremon phaeopleurus?,"Arremon phaeopleurus es un **ave** de la familia Thraupidae (tangaras). Es un pájaro pequeño conocido como ""Atlapetes pardo"" o ""Gorrión montañero"", que habita en las regiones montañosas de América Central y del Sur.",parcial
Claude,0.4,venezuela,fauna,INTERMEDIA,¿Dónde se encuentra la ranita de Dana (Scinax danae)?,"# Ranita de Dana (Scinax danae)

La ranita de Dana se encuentra en **América del Sur**, específicamente en:

- **Brasil** (principalmente en la región amazónica)
- **Perú**
- **Bolivia**

Habita en bosques tropicales húmedos y zonas de vegetación densa, generalmente en áreas de baja altitud.",alucinacion
Claude,0.4,venezuela,geography,DIFÍCIL,¿Qué nombre le dio el obispo Mariano Martí a Caucagua en 1784 y qué refleja esta denominación?,"# Caucagua en 1784

El obispo Mariano Martí le dio el nombre de **""Pueblo de Nuestra Señora de Caucagua""** en 1784.

Esta denominación refleja:

- **La tradición religiosa colonial** de nombrar pueblos con advocaciones marianas
- **La devoción católica** característica de la época
- **La estructura de los pueblos de misión** que combinaban asentamientos civiles con propósitos evangelizadores

El nombre mantiene la raíz indígena ""Caucagua"" pero la complementa con la advocación religiosa, típico del proceso de colonización española en América.",parcial
Claude,0.4,venezuela,geography,FÁCIL,¿Qué es la Quebrada El Ávila?,"# Quebrada El Ávila

La Quebrada El Ávila es un curso de agua ubicado en **Venezuela**, específicamente en la zona norte de Caracas. Forma parte del sistema hidrográfico del **Parque Nacional El Ávila** (también conocido como Parque Nacional Waraira Repano).

Esta quebrada es importante porque:
- Desciende desde las montañas del Ávila hacia la ciudad
- Forma parte de los recursos hídricos de la región
- Es un elemento geográfico relevante en la topografía caraqueña

El Ávila es una montaña emblemática de Caracas que alberga varios cursos de agua y quebradas que alimentan el sistema de abastecimiento de agua de la ciudad.",correcta
Claude,0.4,venezuela,geography,INTERMEDIA,¿En qué estado de Venezuela se encuentra Santa María de Tiznados?,"Santa María de Tiznados se encuentra en el estado **Mérida**, Venezuela.",alucinacion
Claude,0.4,venezuela,object,DIFÍCIL,¿Qué papel interpretó Kimberly Dos Ramos en la telenovela La Trepadora y en qué año comenzó su carrera actoral?,"# Kimberly Dos Ramos

**Papel en La Trepadora:** Interpretó a **Martina Salvatierra**, uno de los personajes principales de la telenovela.

**Inicio de carrera:** Comenzó su carrera actoral en **2012**.",alucinacion
Claude,0.4,venezuela,object,FÁCIL,¿Quién es Yoletti Cabrera?,"No tengo información específica sobre quién es Yoletti Cabrera. Se trata de un nombre que podría corresponder a una persona común, un personaje local o alguien con presencia limitada en fuentes públicas.

¿Podrías proporcionar más contexto? Por ejemplo:
- ¿De qué país o región es?
- ¿A qué se dedica?
- ¿En qué ámbito es conocida?

Esto me ayudaría a darte una respuesta más precisa.",abstencion
Claude,0.4,venezuela,object,INTERMEDIA,¿En qué serie es conocido Argenis Rea por su actuación?,"Argenis Rea es conocido principalmente por su actuación en la serie **""El Ministerio del Tiempo""**, una producción española de TVE donde interpreta a uno de los personajes principales.",alucinacion
Claude,0.4,venezuela,tradition,DIFÍCIL,¿Cuántas cuerdas posee el bandolín tachirense y cómo están distribuidas?,"# Bandolín Tachirense

El bandolín tachirense posee **12 cuerdas**, distribuidas en **6 órdenes o pares**.

Cada par está formado por dos cuerdas afinadas al unísono o en octavas, lo que le da su sonoridad característica. Esta configuración es típica de los instrumentos de cuerda pulsada de la región andina de Táchira, Venezuela.",alucinacion
Claude,0.4,venezuela,tradition,FÁCIL,¿Cuál es el nombre completo de Armando Molero?,"No tengo información específica sobre el nombre completo de Armando Molero. Para darte una respuesta precisa, necesitaría más contexto sobre a quién te refieres, ya que podría haber varias personas con ese nombre. ¿Podrías proporcionar más detalles, como su profesión o área de actividad?",abstencion
Claude,0.4,venezuela,tradition,INTERMEDIA,¿En qué año nació Scarlett Linares?,"No tengo información sobre Scarlett Linares en mis datos. ¿Podrías proporcionar más contexto sobre quién es (actriz, cantante, deportista, etc.) para ayudarte mejor?",abstencion
GPT,0.6,argentina,dish,DIFÍCIL,¿Qué características posee la Dorada Pampeana que balancean el dulzor de las maltas?,"La Dorada Pampeana presenta características como un amargor moderado, un aroma floral y notas cítricas que equilibran el dulzor de las maltas. Además, su carbonatación adecuada y un cuerpo ligero contribuyen a una sensación refrescante en el paladar.",parcial
GPT,0.6,argentina,dish,FÁCIL,¿Dónde nació Antonio Gonzaga?,Antonio Gonzaga nació en Italia.,alucinacion
GPT,0.6,argentina,dish,INTERMEDIA,¿De qué ingredientes está hecho el Bamiyeh?,"El Bamiyeh, un plato típico de la cocina árabe, está hecho principalmente de okra, carne (generalmente cordero o ternera), cebolla, tomates, ajo, y especias como comino y pimienta. Se suele servir con arroz.",alucinacion
GPT,0.6,argentina,fauna,DIFÍCIL,¿Qué características distintivas tiene el pelaje de Abrothrix lanosus y en qué tipo de hábitat se encuentra?,"El pelaje de Abrothrix lanosus es denso, lanoso y suave, con un color que varía entre gris y marrón. Este roedor se encuentra principalmente en hábitats de pastizales y matorrales de montaña en regiones andinas de Sudamérica.",parcial
GPT,0.6,argentina,fauna,FÁCIL,¿Qué tipo de especie es Trachemys dorbigni?,"Trachemys dorbigni es una especie de tortuga de agua dulce, conocida comúnmente como la tortuga de cuello de cernícalo o tortuga de río. Es nativa de América del Sur.",correcta
GPT,0.6,argentina,fauna,INTERMEDIA,¿Dónde se encuentra Lysapsus limellum?,"Lysapsus limellum se encuentra en áreas de agua dulce en América del Sur, especialmente en Brasil y partes de la cuenca del Amazonas.",parcial
GPT,0.6,argentina,flora,DIFÍCIL,¿Qué características distintivas tiene Alstroemeria apertiflora y en qué bioma crece principalmente?,"Alstroemeria apertiflora, conocida como lirio de los Incas, se caracteriza por sus flores grandes y coloridas, con pétalos que suelen presentar tonos amarillos y naranjas, y un centro oscuro. Esta planta crece principalmente en biomas de matorrales y praderas, particularmente en áreas de clima templado y montañoso de Sudamérica, especialmente en Chile y Perú.",parcial
GPT,0.6,argentina,flora,FÁCIL,¿Qué tipo de planta es Tillandsia peiranoi?,Tillandsia peiranoi es una planta epífita de la familia Bromeliaceae.,correcta
GPT,0.6,argentina,flora,INTERMEDIA,¿Dónde es endémica Echinopsis thelegona?,Echinopsis thelegona es endémica de Bolivia.,alucinacion
GPT,0.6,argentina,geography,DIFÍCIL,¿Qué características geográficas y oceanográficas tiene la bahía Relegada?,"La bahía Relegada se caracteriza por ser una zona costera con aguas relativamente tranquilas, rodeada de acantilados y vegetación. Su fondo marino suele ser variado, con áreas de arena y rocas. En términos oceanográficos, presenta influencias de corrientes locales y puede tener variaciones en la temperatura y salinidad del agua, dependiendo de la época del año y las condiciones climáticas.",alucinacion
GPT,0.6,argentina,geography,FÁCIL,¿Qué fue el corregimiento de Aconcagua?,"El corregimiento de Aconcagua fue una división administrativa colonial en el actual Chile, que existió durante el periodo español. Se ubicaba en la región del valle del Aconcagua y su función era la administración de justicia y la recaudación de impuestos en la zona. Fue parte del sistema de corregimientos que los españoles establecieron para controlar y gobernar sus territorios en América.",correcta
GPT,0.6,argentina,geography,INTERMEDIA,¿Dónde se encuentra la bahía Golondrina?,"La bahía Golondrina se encuentra en la costa oeste de la isla de Chiloé, en Chile.",alucinacion
GPT,0.6,argentina,tradition,DIFÍCIL,¿Qué reconocimiento recibió el Quinteto Santa Fe en 2014 y por quién?,"En 2014, el Quinteto Santa Fe recibió el reconocimiento de ""Mejor Banda de Jazz"" en los Premios Gardel, otorgados por la Cámara Argentina de Productores de Fonogramas y Videogramas.",alucinacion
GPT,0.6,argentina,tradition,FÁCIL,¿Dónde nació Raúl Barboza?,"Raúl Barboza nació en el pueblo de Villa María del Río Seco, en la provincia de Córdoba, Argentina.",alucinacion
GPT,0.6,argentina,tradition,INTERMEDIA,¿Qué instrumento tocó Oscar Alem antes de pasarse al piano?,Oscar Alem tocó el acordeón antes de pasarse al piano.,alucinacion
GPT,0.6,bolivia,dish,DIFÍCIL,¿En qué celebraciones mayores suele ser incluida la sajta de pollo y qué variantes se encuentran dependiendo de la región?,"La sajta de pollo suele ser incluida en celebraciones mayores como fiestas patronales y reuniones familiares en Perú. Las variantes dependen de la región, incluyendo ingredientes como ají amarillo, aceitunas, o el uso de diferentes tipos de papa, y algunas regiones pueden incorporar maíz o plátano.",parcial
GPT,0.6,bolivia,dish,FÁCIL,¿Qué es el majadito?,"El majadito es un plato típico de Bolivia, especialmente de la región de Santa Cruz. Consiste en arroz cocido con carne desmenuzada, generalmente de res o pollo, y se suele acompañar con plátano frito y ensalada. Es un plato sabroso y nutritivo, muy apreciado en la gastronomía boliviana.",correcta
GPT,0.6,bolivia,dish,INTERMEDIA,¿Con qué alimento se suele comer la sopa de cacahuete en Ghana?,La sopa de cacahuete en Ghana se suele comer con arroz o fufu.,parcial
GPT,0.6,bolivia,fauna,DIFÍCIL,¿Cuántas subespecies de Pseudastur albicollis se conocen?,Se conocen tres subespecies de Pseudastur albicollis.,parcial
GPT,0.6,bolivia,fauna,FÁCIL,¿Qué tipo de especie es Spectrolebias bellidoi?,"Spectrolebias bellidoi es una especie de pez de agua dulce, perteneciente a la familia Rivulidae.",parcial
GPT,0.6,bolivia,fauna,INTERMEDIA,¿Cuál es la longitud total que pueden alcanzar los machos de Acanthopoma annectens?,Los machos de Acanthopoma annectens pueden alcanzar una longitud total de hasta 12 cm.,correcta
GPT,0.6,bolivia,geography,DIFÍCIL,¿Qué ecosistemas se encuentran en el Parque regional Yacuma y con qué otras áreas protegidas está asociado?,"El Parque Regional Yacuma alberga ecosistemas de humedales, bosques inundables y sabanas. Está asociado con otras áreas protegidas como el Parque Nacional Madidi y la Reserva de la Biosfera Pilón Lajas.",parcial
GPT,0.6,bolivia,geography,FÁCIL,¿Qué tipo de lugar es la Laguna del Becerro?,"La Laguna del Becerro es un área natural, generalmente considerada un espacio de belleza escénica y biodiversidad, que puede incluir ecosistemas acuáticos y terrestres, y es ideal para actividades al aire libre como el senderismo y la observación de fauna.",parcial
GPT,0.6,bolivia,geography,INTERMEDIA,¿En qué municipio se encuentra la Laguna de San Nicolás?,"La Laguna de San Nicolás se encuentra en el municipio de San Nicolás de los Garza, en Nuevo León, México.",alucinacion
GPT,0.6,bolivia,public_figure,DIFÍCIL,¿Qué relación tuvo Antonio Ávila Jiménez con la Guerra del Chaco y qué cargo ocupó en el servicio diplomático?,"Antonio Ávila Jiménez fue un diplomático paraguayo que desempeñó un papel importante durante la Guerra del Chaco (1932-1935) entre Paraguay y Bolivia. Ocupó el cargo de Ministro de Relaciones Exteriores de Paraguay durante ese conflicto, donde estuvo involucrado en la gestión de las relaciones diplomáticas y la defensa de los intereses del país.",alucinacion
GPT,0.6,bolivia,public_figure,FÁCIL,¿Cuándo nació Gary Daher Canedo?,No tengo información sobre Gary Daher Canedo.,abstencion
GPT,0.6,bolivia,public_figure,INTERMEDIA,¿Qué partido político fundó José Antonio Arze?,José Antonio Arze fundó el Partido Socialista Boliviano (PSB).,alucinacion
GPT,0.6,bolivia,tradition,DIFÍCIL,¿Qué contribución significativa hizo Mauro Núñez al charango en el contexto de la música boliviana?,"Mauro Núñez es conocido por su innovación en la construcción y técnica del charango, así como por su labor en la difusión y revitalización de este instrumento en la música boliviana. Su estilo y composiciones han influido en la evolución del charango, integrando elementos contemporáneos y promoviendo su reconocimiento a nivel nacional e internacional.",parcial
GPT,0.6,bolivia,tradition,FÁCIL,¿Qué es el pepino en el contexto cultural de Bolivia?,"En el contexto cultural de Bolivia, el pepino se refiere a una bebida tradicional hecha a base de jugo de pepino, que se mezcla con otros ingredientes como limón, azúcar y a veces hierbas. Es popular en algunas regiones del país y se consume como refresco, especialmente en climas cálidos. Además, el pepino también es un ingrediente común en la gastronomía boliviana, utilizado en ensaladas y otros platos.",alucinacion
GPT,0.6,bolivia,tradition,INTERMEDIA,¿En qué se acompaña el taquipayanaku durante su interpretación?,"El taquipayanaku se acompaña generalmente de instrumentos musicales tradicionales como la guitarra, el charango y la zampoña, además de danzas y cantos.",parcial
GPT,0.6,chile,dish,DIFÍCIL,¿Cuáles son las dos zonas vitícolas que incluye el Valle de Curicó y qué características climáticas se destacan en esta subregión?,"El Valle de Curicó incluye las zonas vitícolas de Curicó y Lontué. Las características climáticas que se destacan en esta subregión son un clima mediterráneo, con veranos cálidos y secos e inviernos frescos y lluviosos.",parcial
GPT,0.6,chile,dish,FÁCIL,¿Qué nombre común recibe el Choromytilus chorus?,"El Choromytilus chorus es comúnmente conocido como ""chorito"".",parcial
GPT,0.6,chile,dish,INTERMEDIA,¿En qué región vitícola se encuadra el Valle del Marga-Marga?,"El Valle del Marga-Marga se encuadra en la región vitícola de la Región de Valparaíso, en Chile.",parcial
GPT,0.6,chile,flora,DIFÍCIL,¿Qué medidas de protección se han implementado para Jubaea chilensis desde 1974?,"Desde 1974, se han implementado diversas medidas de protección para Jubaea chilensis, incluyendo la creación de áreas protegidas, regulaciones para su conservación, programas de reforestación y campañas de educación ambiental para concienciar sobre su importancia y amenazas.",parcial
GPT,0.6,chile,flora,FÁCIL,¿Qué tipo de especie es Alstroemeria huemulina?,Alstroemeria huemulina es una especie de planta herbácea perenne perteneciente a la familia Alstroemeriaceae.,parcial
GPT,0.6,chile,flora,INTERMEDIA,¿En qué planta fue aislada la laurolitsina además del boldo?,"La laurolitsina también fue aislada de la planta *Peumus boldus*, conocida como boldo, y de *Laurus nobilis*, el laurel.",parcial
GPT,0.6,chile,geography,DIFÍCIL,¿Qué municipios reúne el Gran Valparaíso y cuál es su municipio principal?,"El Gran Valparaíso incluye los municipios de Valparaíso, Viña del Mar, Concón, Quilpué, Villa Alemana y Puchuncaví. Su municipio principal es Valparaíso.",parcial
GPT,0.6,chile,geography,FÁCIL,¿Qué tipo de lugar es Puerto Río Tranquilo?,"Puerto Río Tranquilo es una pequeña localidad en la Región de Aysén, Chile, conocida por su belleza natural, especialmente por las Capillas de Mármol, formaciones rocosas en el lago General Carrera. Es un destino turístico popular para quienes buscan paisajes impresionantes y actividades al aire libre.",correcta
GPT,0.6,chile,geography,INTERMEDIA,¿Qué microalga fue responsable de la crisis de la marea roja en Chiloé de 2016?,La microalga responsable de la crisis de la marea roja en Chiloé en 2016 fue Alexandrium catenella.,correcta
GPT,0.6,chile,public_figure,DIFÍCIL,¿Qué ocupaciones tuvo Jorge Jobet y en qué institución fue director de la Escuela de Periodismo?,Jorge Jobet fue periodista y político chileno. Se desempeñó como director de la Escuela de Periodismo de la Universidad de Chile.,parcial
GPT,0.6,chile,public_figure,FÁCIL,¿Dónde nació Camilo José Vergara?,"Camilo José Vergara nació en Santiago, Chile.",correcta
GPT,0.6,chile,public_figure,INTERMEDIA,¿En qué institución trabajó Próspero Bisquertt Prado entre los años 1913 y 1923?,Próspero Bisquertt Prado trabajó en la Universidad de Chile entre los años 1913 y 1923.,alucinacion
