Entity,Country,Category,Difficulty,Question,Answer,pais,interseccion,response_GPT,note_GPT,response_Claude,note_Claude,similarity_GPT,error_GPT,similarity_Claude,error_Claude,y_true
Lemaireocereus lepidanthus,Guatemala,flora,FÁCIL,¿Qué tipo de especie es Lemaireocereus lepidanthus?,una especie de planta suculenta perteneciente a la familia Cactaceae,guatemala,guatemala_flora_FÁCIL,Lemaireocereus lepidanthus es una especie de cactus.,,"Lemaireocereus lepidanthus es un **cactus columnare** (familia Cactaceae). Se trata de una especie de cactus de gran tamaño que crece de forma erecta, originaria de México. Es conocido por sus flores nocturnas y sus tallos cubiertos de espinas.",,0.5154784321784973,0.4845215678215027,0.642449140548706,0.35755085945129395,1.0
dyssodia decipiens,guatemala,flora,INTERMEDIA,¿Dónde se distribuye Dyssodia decipiens?,el sur de México (Oaxaca y Chiapas) y Guatemala,guatemala,guatemala_flora_INTERMEDIA,"Dyssodia decipiens se distribuye principalmente en regiones de América del Sur, especialmente en países como Argentina y Uruguay.",,"# Dyssodia decipiens

**Dyssodia decipiens** se distribuye en el **suroeste de Estados Unidos y norte de México**, principalmente en:

- Arizona
- Nuevo México
- Sonora
- Chihuahua

Es una planta característica de regiones áridas y semiáridas del desierto de Sonora y Chihuahua.",,0.4081065058708191,0.5918934941291809,0.4802030920982361,0.5197969079017639,1.0
Reserva de la biosfera transfronteriza Trifinio-Fraternidad,Guatemala,geography,DIFÍCIL,¿Cuál es el objetivo del Plan Trifinio relacionado con la reserva de la biosfera transfronteriza Trifinio-Fraternidad?,El objetivo es el desarrollo de esta región fronteriza.,guatemala,guatemala_geography_DIFÍCIL,"El objetivo del Plan Trifinio es promover la conservación y el uso sostenible de los recursos naturales en la reserva de la biosfera transfronteriza Trifinio-Fraternidad, que abarca áreas de Guatemala, Honduras y El Salvador. Busca fomentar el desarrollo sostenible, la cooperación entre los países y la protección de la biodiversidad en la región.",,"# Plan Trifinio

El objetivo principal es **conservar y proteger la reserva de la biosfera transfronteriza Trifinio-Fraternidad** mediante la cooperación entre Guatemala, Honduras y El Salvador.

Específicamente busca:

- **Preservar la biodiversidad** de la región fronteriza
- **Promover el desarrollo sostenible** en las comunidades locales
- **Facilitar la cooperación transfronteriza** para la gestión ambiental
- **Proteger los ecosistemas** compartidos entre los tres países

Es un esfuerzo de integración regional centroamericana enfocado en la sustentabilidad ambiental.",,0.3949931859970093,0.6050068140029907,0.42748451232910156,0.5725154876708984,1.0
Río Las Vacas,Guatemala,geography,FÁCIL,¿Dónde nace el río Las Vacas?,En los cerros que forman la periferia sudeste de la Ciudad de Guatemala.,guatemala,guatemala_geography_FÁCIL,"El río Las Vacas nace en la Sierra de la Ventana, en la provincia de Buenos Aires, Argentina.",,"El río Las Vacas nace en la Sierra de Guanajuato, en el estado de Guanajuato, México.",,0.32065004110336304,0.679349958896637,0.24699997901916504,0.753000020980835,1.0
Fundación Guatemalteca de Antropología Forense,Guatemala,geography,INTERMEDIA,¿Qué permite la Fundación Guatemalteca de Antropología Forense a los familiares de los desaparecidos?,recuperar los restos de sus familiares,guatemala,guatemala_geography_INTERMEDIA,"La Fundación Guatemalteca de Antropología Forense permite a los familiares de los desaparecidos acceder a la identificación de restos humanos, así como a procesos de búsqueda y recuperación de sus seres queridos, brindando apoyo emocional y legal en su búsqueda de justicia y verdad.",,"# Fundación Guatemalteca de Antropología Forense

La Fundación Guatemalteca de Antropología Forense (FGAF) permite a los familiares de desaparecidos:

- **Identificar restos** de sus seres queridos mediante análisis antropológico y forense
- **Obtener justicia** al documentar crímenes de lesa humanidad
- **Recuperar dignidad** permitiendo entierros dignos y rituales de duelo
- **Acceder a la verdad** sobre lo ocurrido durante el conflicto armado interno

Esta organización trabaja en la exhumación e identificación de víctimas de desapariciones forzadas, principalmente del conflicto armado guatemalteco (1960-1996).",,0.5016462802886963,0.4983537197113037,0.53446364402771,0.46553635597229004,1.0
baile de la conquista,guatemala,tradition,DIFÍCIL,¿Qué personajes participan en el Baile de la Conquista y cuál es su significado cultural?,"los oficiales españoles con don Pedro de Alvarado a la cabeza, los caciques indígenas dirigidos por Tecún Umán y la familia real Quiché",guatemala,guatemala_tradition_DIFÍCIL,"En el Baile de la Conquista participan personajes como los conquistadores, indígenas, y figuras simbólicas como la Virgen de Guadalupe. Este baile representa la fusión de culturas tras la llegada de los españoles a América, simbolizando tanto la resistencia indígena como la colonización y la mezcla de tradiciones que dieron origen a la identidad mexicana.",,"# Baile de la Conquista

## Personajes principales:

- **Conquistadores**: españoles liderados por Cortés
- **Indígenas**: Moctezuma y guerreros aztecas
- **Malinche**: la intérprete y mediadora
- **Diablos**: representan fuerzas malignas
- **Personajes cómicos**: proporcionan sátira y crítica

## Significado cultural:

- **Sincretismo religioso**: mezcla de elementos prehispánicos y cristianos
- **Memoria histórica**: dramatiza la conquista española de México
- **Resistencia cultural**: los indígenas mantienen su identidad a través de la danza
- **Crítica social**: burla de conquistadores y autoridades coloniales
- **Transmisión de tradiciones**: preserva la historia oral de comunidades indígenas

Es una danza ritual practicada principalmente en Mesoamérica (México, Guatemala) que refleja cómo las culturas indígenas reinterpretaron y asimilaron el evento",,0.5111850500106812,0.48881494998931885,0.5957822203636169,0.40421777963638306,1.0
huelga de dolores,guatemala,tradition,FÁCIL,¿Qué es la Huelga de Dolores?,una tradicional manifestación,guatemala,guatemala_tradition_FÁCIL,"La Huelga de Dolores fue un movimiento social y laboral que tuvo lugar en México en 1911, en el contexto de la Revolución Mexicana. Se originó en la localidad de Dolores, Hidalgo, y buscaba mejorar las condiciones laborales y sociales de los trabajadores, así como la lucha contra la opresión y la injusticia. Este evento es significativo en la historia del país por su impacto en la organización de los trabajadores y la búsqueda de derechos laborales.",,"# Huelga de Dolores

Es una **protesta laboral tradicional en México** que se realiza el **1 de mayo** (Día del Trabajo).

## Características principales:

- **Origen**: Conmemora la lucha obrera y los derechos de los trabajadores
- **Participantes**: Sindicatos, organizaciones obreras y trabajadores
- **Actividades**: Marchas, mítines y paros laborales
- **Objetivo**: Exigir mejores condiciones de trabajo, salarios justos y derechos laborales

Es una manifestación histórica vinculada al movimiento obrero internacional y a eventos como la masacre de Haymarket (1886) en Chicago.",,0.31033945083618164,0.6896605491638184,0.46709007024765015,0.5329099297523499,1.0
leyendas de guatemala,guatemala,tradition,INTERMEDIA,¿Qué es un nahual en el contexto de las leyendas de Guatemala?,Un espíritu protector que cada persona trae desde su nacimiento.,guatemala,guatemala_tradition_INTERMEDIA,"Un nahual en el contexto de las leyendas de Guatemala es una figura mítica que se considera un ser humano capaz de transformarse en un animal o tener un espíritu animal. Se le atribuyen poderes sobrenaturales y se le asocia con la protección, la magia y la conexión con el mundo espiritual. En la cultura indígena, el nahual también puede representar la dualidad de la naturaleza humana.",,"# Nahual en las leyendas guatemaltecas

Un **nahual** es una entidad sobrenatural que representa la capacidad de una persona para transformarse en animal. En la tradición maya-quiché de Guatemala, se cree que:

- **Cada persona tiene un nahual** (generalmente un animal) vinculado a su espíritu desde el nacimiento
- **Los brujos o chamanes** pueden transformarse voluntariamente en sus nahuales para realizar actos sobrenaturales
- **El nahual actúa como protector o guardián** espiritual del individuo
- Los animales más comunes son: jaguares, coyotes, búhos, serpientes y otros depredadores

Esta creencia forma parte de la cosmovisión indígena mesoamericana y sigue siendo importante en la cultura popular y espiritual de Guatemala.",,0.3560306131839752,0.6439693868160248,0.43785443902015686,0.5621455609798431,1.0
nacatamal,honduras,dish,DIFÍCIL,¿De qué cultura se originó el nacatamal y en qué contexto histórico se consumía?,se originó de los Nahua Nicaraos del oeste de Nicaragua y formaba parte de festines luego de victorias,honduras,honduras_dish_DIFÍCIL,"El nacatamal se originó en la cultura indígena de Nicaragua, específicamente entre los pueblos nahuas y chorotegas. Históricamente, se consumía en contextos de festividades y celebraciones, así como en la vida cotidiana, como una forma de aprovechar los ingredientes locales y la técnica de cocción al vapor en hojas de plátano.",,"# Origen del Nacatamal

El nacatamal se originó en **Mesoamérica**, principalmente entre los pueblos **aztecas y mayas**, aunque su versión moderna es más característica de **Centroamérica** (especialmente Nicaragua, Honduras y El Salvador).

## Contexto histórico

**Época prehispánica:**
- Era un alimento ritual y ceremonial consumido en festividades y celebraciones importantes
- Formaba parte de la dieta de guerreros y nobles
- Se preparaba con ingredientes disponibles localmente: maíz, carne y especias

**Evolución colonial:**
- Durante la conquista española, se incorporaron nuevos ingredientes (cerdo, especias europeas)
- Se transformó en un platillo más accesible para la población general
- Pasó de ser exclusivamente ceremonial a un alimento cotidiano

**Actualidad:**
- En Centroamérica es un platillo tradicional muy popular, especialmente consumido en desayunos y festividades
- Representa la fusión de tradiciones prehisp",,0.6992508172988892,0.30074918270111084,0.614467978477478,0.385532021522522,1.0
Alcitrón,Honduras,dish,FÁCIL,¿Qué fruta se utiliza para elaborar el alcitrón?,Chilacayote (cucurbita ficifolia),honduras,honduras_dish_FÁCIL,"El alcitrón se elabora a partir de la fruta del nopal, específicamente de su higo o tuna.",,El **membrillo** es la fruta que se utiliza para elaborar el alcitrón (también conocido como carne de membrillo). Es una pasta dulce y gelatinosa que se prepara cociendo membrillo con azúcar.,,0.21570783853530884,0.7842921614646912,0.22947058081626892,0.7705294191837311,1.0
café de honduras,honduras,dish,INTERMEDIA,¿En cuántas hectáreas es cultivado el café de Honduras?,280 mil hectáreas,honduras,honduras_dish_INTERMEDIA,"El café de Honduras se cultiva en aproximadamente 300,000 hectáreas.",,"# Cultivo de café en Honduras

Honduras cultiva café en aproximadamente **350,000 a 400,000 hectáreas**, lo que la convierte en uno de los principales productores de café de América Latina.

El café es uno de los cultivos más importantes de la economía hondureña, especialmente en regiones montañosas del país.",,0.3198089003562927,0.6801910996437073,0.17307032644748688,0.8269296735525131,1.0
Laguna de Ticamaya,Honduras,fauna,DIFÍCIL,¿Qué características geográficas tiene la Laguna de Ticamaya en relación a su ubicación y profundidad máxima?,se ubica en una zona montañosa y tiene una profundidad máxima de 5m,honduras,honduras_fauna_DIFÍCIL,"La Laguna de Ticamaya se encuentra en el estado de Chiapas, México. Su ubicación está en una zona montañosa y su profundidad máxima es de aproximadamente 8 metros.",,"# Laguna de Ticamaya

No tengo información confiable y específica sobre las características geográficas exactas de la Laguna de Ticamaya, como su ubicación precisa o profundidad máxima.

Para obtener datos precisos sobre esta laguna, te recomiendo:

- Consultar fuentes geográficas especializadas de Perú (si está ubicada allí)
- Revisar estudios limnológicos locales
- Contactar con instituciones de investigación ambiental de la región

¿Podrías indicar en qué país o región se encuentra para ayudarte mejor?",,0.48383283615112305,0.516167163848877,0.2754296362400055,0.7245703637599945,1.0
Anolis bicaorum,Honduras,fauna,FÁCIL,¿Qué tipo de especie es Anolis bicaorum?,una especie de escamosos de la familia Dactyloidae,honduras,honduras_fauna_FÁCIL,Anolis bicaorum es una especie de lagarto perteneciente a la familia Dactyloidae.,,"Anolis bicaorum es una **especie de lagartija** perteneciente al género Anolis, familia Dactylosauridae (antes clasificada en Polychrotidae). 

Es un reptil pequeño, endémico de Cuba, que habita en árboles y arbustos.",,0.586618185043335,0.41338181495666504,0.40714025497436523,0.5928597450256348,1.0
Hidrografía de Honduras,Honduras,fauna,INTERMEDIA,¿Cuál es el lago más grande de Honduras y qué área tiene?,"lago de Yojoa, 90 km²",honduras,honduras_fauna_INTERMEDIA,"El lago más grande de Honduras es el Lago de Yojoa, que tiene un área de aproximadamente 70 kilómetros cuadrados.",,"El lago más grande de Honduras es el **Lago de Yojoa**, con un área de aproximadamente **285 kilómetros cuadrados**.",,0.6788061261177063,0.3211938738822937,0.573887050151825,0.42611294984817505,1.0
Abarema filamentosa,honduras,flora,DIFÍCIL,¿En qué publicación se describió Abarema filamentosa y en qué año?,publicado en Trabajos del Museo Comercial de Venezuela 2: 86. 1927,honduras,honduras_flora_DIFÍCIL,"Abarema filamentosa fue descrita en la publicación ""Journal of the Washington Academy of Sciences"" en el año 1941.",,"No tengo información específica sobre la publicación exacta donde se describió *Abarema filamentosa* ni el año preciso. Para obtener esta información con certeza, te recomiendo consultar:

1. Bases de datos botánicas como IPNI (International Plant Names Index)
2. Kew Gardens Plant List
3. Tropicos del Missouri Botanical Garden
4. La literatura taxonómica especializada en Fabaceae/Mimosaceae

Estas fuentes tienen registros detallados de descripciones originales de especies.",,0.17768734693527222,0.8223126530647278,0.24212035536766052,0.7578796446323395,1.0
Hondurodendron,Honduras,flora,FÁCIL,¿Qué tipo de árbol es Hondurodendron?,monotípico de árbol endémico de Honduras,honduras,honduras_flora_FÁCIL,"Hondurodendron es un género de árboles de la familia de las leguminosas, específicamente de la subfamilia Caesalpinioideae. Se encuentra principalmente en América Central.",,"Hondurodendron es un género de árboles de la familia Fabaceae (leguminosas). Se trata de árboles tropicales nativos de América Central, particularmente de Honduras, de donde proviene su nombre. Son árboles maderables de importancia forestal en la región.",,0.43487054109573364,0.5651294589042664,0.6438230276107788,0.3561769723892212,1.0
Abarema turbinata,honduras,flora,INTERMEDIA,¿Dónde se encuentra Abarema turbinata?,A lo largo de la costa de Bahía.,honduras,honduras_flora_INTERMEDIA,"Abarema turbinata se encuentra en regiones tropicales de América Central y del Sur, especialmente en países como Colombia y Ecuador.",,"# Abarema turbinata

**Abarema turbinata** es una especie de árbol que se encuentra en **América del Sur**, principalmente en:

- **Brasil** (región amazónica)
- **Perú**
- **Colombia**

Habita en bosques tropicales húmedos de tierras bajas, típicamente en zonas de la cuenca amazónica.",,0.15661394596099854,0.8433860540390015,0.3119608163833618,0.6880391836166382,1.0
Parque nacional Capiro y Calentura,Honduras,geography,DIFÍCIL,¿Cuál es la superficie total del Parque nacional Capiro y Calentura y en qué año fue establecido?,Cubre una superficie total de 62 kilómetros cuadrados y fue establecido el 1 de enero de 1992.,honduras,honduras_geography_DIFÍCIL,"El Parque Nacional Capiro y Calentura tiene una superficie total de aproximadamente 1,200 hectáreas y fue establecido en 1987.",,"# Parque Nacional Capiro y Calentura

**Superficie:** 5,235 hectáreas

**Año de establecimiento:** 1987

Este parque nacional se encuentra ubicado en Honduras, en el departamento de Cortés, cerca de la ciudad de La Ceiba.",,0.40855735540390015,0.5914426445960999,0.1165379136800766,0.8834620863199234,1.0
Parque nacional Cerro Azul Meámbar,Honduras,geography,FÁCIL,¿Qué tipo de lugar es el Parque Nacional Cerro Azul Meámbar?,Un parque nacional.,honduras,honduras_geography_FÁCIL,"El Parque Nacional Cerro Azul Meámbar es un área protegida en Honduras, conocida por su biodiversidad, paisajes montañosos y ecosistemas de bosque nuboso. Es un destino ideal para el ecoturismo y la observación de aves.",,"El Parque Nacional Cerro Azul Meámbar es un **área protegida de Venezuela** ubicada en los Andes venezolanos. Se caracteriza por ser una zona de **bosque nublado** con gran biodiversidad, donde predominan ecosistemas de montaña con vegetación densa y clima húmedo. Es importante para la conservación de especies de flora y fauna, y destaca por sus recursos hídricos y paisajes montañosos.",,0.5024394392967224,0.4975605607032776,0.4069467782974243,0.5930532217025757,1.0
Isla del Toro,Honduras,geography,INTERMEDIA,¿A qué país pertenece la Isla del Toro?,al país centroamericano de Honduras,honduras,honduras_geography_INTERMEDIA,La Isla del Toro pertenece a España.,,"La Isla del Toro pertenece a **Panamá**. Se encuentra en el archipiélago de Bocas del Toro, en la provincia del mismo nombre, en el Caribe panameño.",,0.3027385473251343,0.6972614526748657,0.42454394698143005,0.57545605301857,1.0
jorge montenegro (escritor),honduras,tradition,DIFÍCIL,¿Qué obra de Jorge Montenegro fue publicada en 1972 y se relaciona con la recopilación de la tradición oral hondureña?,Cuentos y leyendas de Honduras,honduras,honduras_tradition_DIFÍCIL,"La obra de Jorge Montenegro publicada en 1972 que se relaciona con la recopilación de la tradición oral hondureña es ""Cuentos de la tradición oral hondureña"".",,"No tengo información específica sobre una obra de Jorge Montenegro publicada en 1972 relacionada con la tradición oral hondureña. Para darte una respuesta precisa, necesitaría acceso a fuentes bibliográficas especializadas sobre la literatura y folclore de Honduras.

Te recomiendo consultar:
- Bibliotecas nacionales de Honduras
- Bases de datos de literatura latinoamericana
- Archivos de investigación sobre folclore centroamericano",,0.5788174867630005,0.4211825132369995,0.7253581285476685,0.27464187145233154,1.0
mitología tolupan,honduras,tradition,FÁCIL,¿De dónde es originaria la mitología Tolupan?,Honduras,honduras,honduras_tradition_FÁCIL,La mitología Tolupan es originaria de Honduras.,,"La mitología Tolupan es originaria de **Honduras**, específicamente de los pueblos indígenas Tolupán (también conocidos como Jicaque) que habitan en las regiones montañosas de ese país centroamericano.",,0.7433329820632935,0.25666701793670654,0.5616772770881653,0.4383227229118347,1.0
El Picudo,Honduras,tradition,INTERMEDIA,¿Qué tipo de toxina produce El Picudo?,una neurotoxina,honduras,honduras_tradition_INTERMEDIA,"El Picudo, específicamente el Picudo del aguacate (Heiliprora javanica), produce una toxina llamada ""toxina picudina"", que puede afectar a las plantas y causar daños significativos.",,"# Toxina del Picudo

El picudo del algodón (*Anthonomus grandis*) no produce toxinas directamente. Sin embargo, algunos insectos relacionados como el **picudo rojo de las palmeras** (*Rhynchophorus ferrugineus*) tampoco produce toxinas propias.

Si te refieres a insectos que sí producen toxinas, algunos coleópteros (escarabajos) pueden producir **alcaloides** o **compuestos tóxicos** como mecanismo de defensa.

¿Podrías especificar a qué tipo de picudo te refieres para darte una respuesta más precisa?",,0.21043363213539124,0.7895663678646088,0.279759019613266,0.720240980386734,1.0
sal de gusano,méxico,dish,DIFÍCIL,¿En qué platos se utiliza la sal de gusano y con qué bebida se acompaña?,acompaña sopas como la sopa de guías y al mezcal,mexico,mexico_dish_DIFÍCIL,"La sal de gusano se utiliza principalmente en platos como tacos, guacamole y carnes asadas. Se acompaña comúnmente con mezcal.",,"# Sal de Gusano

La **sal de gusano** (mezcla de sal con larvas de gusano de maguey molidas) se utiliza principalmente en:

## Platos
- **Mezcal y tequila** - como acompañamiento directo
- **Ceviche**
- **Frutas** (mango, jícama, piña)
- **Palomitas de maíz**
- **Chamoy y dulces mexicanos**

## Bebida de acompañamiento
Se acompaña tradicionalmente con:
- **Mezcal** (la más común)
- **Tequila**

La costumbre es lamer la sal de gusano antes de beber el mezcal o tequila, como parte del ritual de consumo de estas bebidas alcohólicas mexicanas.",,0.603981614112854,0.396018385887146,0.5185001492500305,0.4814998507499695,1.0
chogosta,méxico,dish,FÁCIL,¿Qué es la chogosta?,"un dulce típico de Jáltipan, al sur del estado de Veracruz, México, a base de un tipo de barro o tierra comestible.",mexico,mexico_dish_FÁCIL,"La chogosta es un término que se utiliza en algunos lugares de América Latina para referirse a una especie de pez, específicamente el pez gato o bagre. Sin embargo, el significado puede variar según la región.",,"La chogosta es un plato tradicional de la cocina asturiana (España) que consiste en una sopa o caldo hecho con ingredientes como patatas, carne de cerdo, alubias y otros vegetales. Es un plato típico de la gastronomía rural asturiana, muy nutritivo y reconfortante, especialmente consumido en invierno.",,0.2728736400604248,0.7271263599395752,0.42350590229034424,0.5764940977096558,1.0
gansito,méxico,dish,INTERMEDIA,¿Cuántas calorías tiene un Gansito?,198 calorías,mexico,mexico_dish_INTERMEDIA,Un Gansito tiene aproximadamente 200 calorías.,,"Un Gansito tiene aproximadamente **250-280 calorías** por pieza (unidad individual de 45-50 gramos).

Este valor puede variar ligeramente según el fabricante y la presentación específica del producto.",,0.8308529853820801,0.16914701461791992,0.6644407510757446,0.33555924892425537,1.0
Obrium planicolle,México,fauna,DIFÍCIL,¿Quiénes describieron la especie Obrium planicolle y en qué año?,Fue descrita por Hovore & Chemsak en 1980.,mexico,mexico_fauna_DIFÍCIL,La especie Obrium planicolle fue descrita por primera vez por el entomólogo estadounidense John Lawrence LeConte en el año 1850.,,"# Obrium planicolle

La especie **Obrium planicolle** fue descrita por **LeConte** en el año **1850**.",,0.12511494755744934,0.8748850524425507,0.12406870722770691,0.8759312927722931,1.0
Thorius lunaris,México,fauna,FÁCIL,¿Qué tipo de especie es Thorius lunaris?,Es una especie de salamandras en la familia Plethodontidae.,mexico,mexico_fauna_FÁCIL,Thorius lunaris es una especie de salamandra.,,"Thorius lunaris es una **salamandra**. Específicamente, es una especie de salamandra sin pulmones (familia Plethodontidae) endémica de México, conocida por su pequeño tamaño.",,0.5670610070228577,0.43293899297714233,0.5715374946594238,0.42846250534057617,1.0
Triprion spinosus,México,fauna,INTERMEDIA,¿Dónde se encuentra la rana de corona (Triprion spinosus)?,"Tiene una distribución muy fragmentada que cubre partes del sur de México, noreste de Honduras, vertiente atlántica de Costa Rica y el centro-oeste de Panamá.",mexico,mexico_fauna_INTERMEDIA,"La rana de corona (Triprion spinosus) se encuentra en áreas de América Central, específicamente en países como Costa Rica y Panamá.",,"# Rana de Corona (Triprion spinosus)

La rana de corona se encuentra en **México y América Central**, específicamente en:

- **México** (estados de Campeche, Quintana Roo y Yucatán)
- **Belice**
- **Guatemala**

Habita en selvas tropicales y bosques húmedos de la región de la Península de Yucatán.",,0.6199220418930054,0.38007795810699463,0.414252370595932,0.585747629404068,1.0
loeselia mexicana,méxico,flora,DIFÍCIL,¿Qué uso tiene Loeselia mexicana en la medicina tradicional de México y qué compuesto se ha aislado de ella?,Tiene un uso extendido en la medicina tradicional de México y se ha aislado la dafnoretina.,mexico,mexico_flora_DIFÍCIL,"Loeselia mexicana se utiliza en la medicina tradicional de México para tratar diversas afecciones, incluyendo problemas respiratorios y gastrointestinales. Se ha aislado de ella un compuesto llamado loeselina, que tiene propiedades farmacológicas.",,"# Loeselia mexicana en la medicina tradicional

## Usos medicinales
Se utiliza tradicionalmente en México para tratar:
- Inflamación
- Problemas digestivos
- Afecciones respiratorias
- Heridas y úlceras

## Compuesto aislado
El compuesto más destacado aislado de *Loeselia mexicana* es la **loeseleína**, un alcaloide que ha mostrado propiedades:
- Antiinflamatorias
- Antimicrobianas
- Antioxidantes

Este alcaloide es responsable de gran parte de la actividad biológica atribuida a la planta en la medicina tradicional mexicana.",,0.7012044191360474,0.29879558086395264,0.6879374980926514,0.31206250190734863,1.0
sedum craigii,méxico,flora,FÁCIL,¿Qué tipo de planta es el Sedum craigii?,una especie de planta suculenta de la familia Crassulaceae,mexico,mexico_flora_FÁCIL,El Sedum craigii es una planta suculenta perteneciente a la familia Crassulaceae. Es conocida por su resistencia y su capacidad para almacenar agua en sus hojas.,,"El Sedum craigii es una **planta suculenta** de la familia Crassulaceae. Se caracteriza por sus hojas carnudas y su capacidad para almacenar agua, típica de las plantas xerófilas (adaptadas a ambientes secos).",,0.6652476787567139,0.33475232124328613,0.6842732429504395,0.31572675704956055,1.0
barbosella prorepens,méxico,flora,INTERMEDIA,¿Dónde se encuentra Barbosella prorepens?,en hábitat de nebliselvas,mexico,mexico_flora_INTERMEDIA,"Barbosella prorepens se encuentra en las selvas tropicales de América Central y del Sur, específicamente en países como Colombia y Ecuador.",,"# Barbosella prorepens

**Barbosella prorepens** es una orquídea que se encuentra en **América del Sur**, específicamente en:

- **Colombia**
- **Ecuador**
- **Perú**

Habita en bosques húmedos de montaña, generalmente en zonas de niebla a altitudes entre 1,500 y 2,500 metros.",,0.18257898092269897,0.817421019077301,0.35461094975471497,0.645389050245285,1.0
gorky gonzález,méxico,object,DIFÍCIL,¿Qué técnica de cerámica aprendió Gorky González durante su estancia en Japón y quién fue su maestro?,"shigaraky, Tsuji Seimei",mexico,mexico_object_DIFÍCIL,"Gorky González aprendió la técnica de la cerámica raku durante su estancia en Japón, y su maestro fue el reconocido ceramista Shoji Hamada.",,"No tengo información específica sobre Gorky González, su estancia en Japón o sus maestros en cerámica. Para obtener una respuesta precisa sobre este tema, te recomendaría consultar fuentes especializadas sobre este artista, biografías o bases de datos de cerámica.

¿Podrías proporcionar más contexto sobre quién es Gorky González para ayudarte mejor?",,0.36643391847610474,0.6335660815238953,0.2898500859737396,0.7101499140262604,1.0
chirimía,méxico,object,FÁCIL,¿Qué es la chirimía?,un instrumento musical de viento-madera parecido al oboe y de doble lengüeta.,mexico,mexico_object_FÁCIL,"La chirimía es un instrumento musical de viento, similar a un oboe, que se utiliza en la música tradicional de algunas regiones de España y América Latina. Se caracteriza por su sonido agudo y penetrante, y suele estar hecha de madera.",,"# Chirimía

La chirimía es un **instrumento musical de viento** de origen medieval, similar a un oboe. Características principales:

- **Tipo**: Instrumento de doble lengüeta
- **Sonido**: Agudo, penetrante y potente
- **Uso**: Muy popular en España y América Latina, especialmente en festividades y celebraciones
- **Construcción**: Tubo de madera con agujeros para los dedos

Es típica de las bandas de música tradicionales y sigue siendo muy utilizada en fiestas populares y eventos culturales.",,0.6857007145881653,0.3142992854118347,0.5573667287826538,0.4426332712173462,1.0
Guadalupe Vázquez Luna,México,object,INTERMEDIA,¿Qué organización fue la primera en otorgar el bastón de mando a Guadalupe Vázquez Luna?,la organización Las Abejas,mexico,mexico_object_INTERMEDIA,La primera organización en otorgar el bastón de mando a Guadalupe Vázquez Luna fue la Organización de Pueblos Indígenas de México (OPIM).,,"No tengo información específica sobre quién fue la primera organización en otorgar el bastón de mando a Guadalupe Vázquez Luna. Para responder con precisión, necesitaría acceso a registros históricos o documentos específicos sobre esta persona. Te recomiendo consultar fuentes locales, archivos históricos o registros de la comunidad donde esta persona fue reconocida.",,0.5120126605033875,0.48798733949661255,0.40460216999053955,0.5953978300094604,1.0
Huipil Oaxaqueño,México,tradition,DIFÍCIL,"¿Qué significa el término ""huipil"" y de dónde proviene?","""Mi vestido"" o ""ropa adornada"", proviene del náhuatl ""huipilli"".",mexico,mexico_tradition_DIFÍCIL,"El término ""huipil"" se refiere a una prenda tradicional de vestir, generalmente una blusa o vestido, que es utilizado por mujeres indígenas en México y Centroamérica. Proviene del náhuatl, la lengua de los mexicas, y su significado está relacionado con ""vestido"" o ""ropa"".",,"# Huipil

**Significado:** Es una prenda de vestir tradicional, típicamente una túnica o blusa sin mangas, holgada y decorada con bordados o tejidos elaborados.

**Origen:** Proviene de Mesoamérica, específicamente de culturas prehispánicas como la maya y la azteca. El término viene del náhuatl ""huipilli"".

**Uso actual:** Es una prenda icónica de México y Centroamérica, especialmente entre comunidades indígenas, donde cada región tiene diseños y patrones únicos que reflejan su identidad cultural.",,0.7095855474472046,0.2904144525527954,0.7715563178062439,0.2284436821937561,1.0
El Chapo de Sinaloa,México,tradition,FÁCIL,¿Quién es El Chapo de Sinaloa?,un cantante mexicano,mexico,mexico_tradition_FÁCIL,"El Chapo de Sinaloa es Joaquín Guzmán Loera, un narcotraficante mexicano y exlíder del Cártel de Sinaloa, conocido por su papel en el tráfico de drogas a gran escala y por sus fugas de prisión.",,"# El Chapo de Sinaloa

**Joaquín Guzmán Loera**, conocido como ""El Chapo"", fue un narcotraficante mexicano que lideró el Cártel de Sinaloa durante décadas.

## Datos clave:
- **Origen**: Sinaloa, México
- **Actividad**: Tráfico de drogas (cocaína, heroína, metanfetamina)
- **Poder**: Considerado uno de los narcotraficantes más poderosos del mundo
- **Captura**: Extraditado a EE.UU. en 2017
- **Condena**: Sentenciado a cadena perpetua en 2019
- **Situación actual**: Encarcelado en una prisión de máxima seguridad en Colorado, EE.UU.

Su organización fue responsable de miles de muertes y fue una de las más violentas en la historia del narcotráfico mexicano.",,0.3997650742530823,0.6002349257469177,0.5065312385559082,0.4934687614440918,1.0
Lupe Mejía,México,tradition,INTERMEDIA,¿A qué edad empezó a cantar Lupe Mejía?,a los siete años,mexico,mexico_tradition_INTERMEDIA,Lupe Mejía comenzó a cantar a los 12 años.,,"No tengo información específica sobre la edad exacta en que Lupe Mejía comenzó a cantar. Para obtener esta información precisa, te recomendaría consultar biografías confiables o fuentes especializadas sobre este artista.",,0.26127707958221436,0.7387229204177856,0.13827472925186157,0.8617252707481384,1.0
