row_index,model,pais,Category,Difficulty,Question,Answer,response,score_embedding,judge_method,judge_raw,judge_prompt_version,judge_label,judge_stability,judge_consolidation
61,Claude,costa rica,dish,FÁCIL,¿Qué es la gastronomía de la provincia de Limón?,La cocina tradicional de la provincia de Limón en Costa Rica.,"# Gastronomía de Limón

La gastronomía de Limón, Costa Rica, se caracteriza por:

**Ingredientes principales:**
- Productos del mar (pescado, camarones, langosta)
- Plátano y coco
- Frutas tropicales
- Arroz y frijoles

**Platos típicos:**
- **Ronrón**: plátano verde con queso
- **Arroz con camarones**: arroz cocinado con camarones frescos
- **Ceviche**: pescado crudo marinado en limón
- **Patí**: empanada rellena de carne
- **Hudut**: pescado envuelto en masa de plátano
- **Rice and beans**: arroz con frijoles en leche de coco

**Características:**
- Fuerte influencia afrocaribeña
- Uso abundante de coco en salsas y postres
- Sabores picantes y especiados
- Énfasis en productos frescos del mar

La cocina limon",0.7785980701446533,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
62,Claude,costa rica,dish,INTERMEDIA,¿Cuáles son los ingredientes fundamentales de la dieta prehispánica de Mesoamérica?,"maíz, frijol, chile y calabaza","# Ingredientes fundamentales de la dieta prehispánica mesoamericana

Los pilares de la alimentación prehispánica fueron:

1. **Maíz** - el alimento base, consumido en tortillas, tamales y bebidas
2. **Frijoles** - complemento proteico esencial
3. **Chile** - condimento y vegetal fundamental
4. **Calabaza** - fruto y semillas (pepitas)

## Otros alimentos importantes:

- **Cacao** - bebida de élite
- **Tomate** - vegetal versátil
- **Amaranto** - grano nutritivo
- **Proteína animal** - carne de venado, conejo, pavo y pescado
- **Insectos** - chapulines y hormigas
- **Frutas** - aguacate, papaya, piña, cacao

Esta combinación de maíz, frijoles y chile formaba la base nutricional y sigue siendo fundamental en la cocina mexicana actual.",0.5228577852249146,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
63,Claude,costa rica,fauna,DIFÍCIL,¿Por qué está amenazada de extinción Bolitoglossa sooyorum?,debido a la destrucción de su hábitat,"# Bolitoglossa sooyorum

Esta salamandra está amenazada de extinción principalmente por:

1. **Pérdida de hábitat**: Destrucción de los bosques nubosos de montaña en México (su único hábitat conocido) debido a la deforestación y cambio de uso de suelo.

2. **Rango geográfico muy limitado**: Es endémica de una pequeña área en Oaxaca, lo que la hace especialmente vulnerable.

3. **Sensibilidad ambiental**: Como salamandra de bosque nuboso, es muy sensible a cambios en humedad y temperatura.

4. **Cambio climático**: Afecta las condiciones específicas de su hábitat de montaña.

Su distribución restringida y la degradación acelerada de su ecosistema la hacen particularmente vulnerable a la extinción.",0.5068755149841309,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
64,Claude,costa rica,fauna,FÁCIL,¿Qué tipo de especie es Pygmodeon excelsum?,Es una especie de escarabajo longicornio.,Pygmodeon excelsum es una **especie de musgo** (bryophyta). Es un musgo muy pequeño que pertenece a la familia Pottiaceae.,0.3414109349250793,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
65,Claude,costa rica,fauna,INTERMEDIA,¿En qué país se distribuye Amorbia cocori?,Costa Rica,Amorbia cocori se distribuye en **México**. Es una especie de polilla (lepidóptero) nativa de ese país.,0.4292049407958984,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
66,Claude,costa rica,flora,DIFÍCIL,¿En qué tipo de hábitat se desarrolla preferentemente Epiphyllum cartagense y a qué altitudes se encuentra?,"en bosques húmedos, a altitudes que oscilan entre los 600 y los 2000 m. s. n. m.","# Epiphyllum cartagense

**Hábitat preferente:**
Se desarrolla principalmente en **bosques tropicales húmedos** y **selvas nubladas**, donde crece como **epífita** (sobre árboles, especialmente en ramas).

**Altitudes:**
Se encuentra entre **500 y 2,000 metros de altitud** aproximadamente, aunque puede variar según la región geográfica.

Esta especie es originaria de **América Central y del Sur** (Colombia, Ecuador, Perú) y requiere ambientes con alta humedad y sombra parcial para su desarrollo óptimo.",0.4637327194213867,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
67,Claude,costa rica,flora,FÁCIL,¿Qué tipo de planta es Epiphyllum grandilobum?,una especie de planta suculenta,"Epiphyllum grandilobum es un **cactus epifita**, es decir, una planta suculenta que crece naturalmente sobre otros árboles en las selvas tropicales. Se caracteriza por sus tallos planos y sin espinas, y produce flores grandes y vistosas, generalmente blancas o rosadas, que florecen durante la noche.",0.5897312164306641,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
68,Claude,costa rica,flora,INTERMEDIA,¿En qué tipo de hábitat se encuentra mayormente Ulmus mexicana?,mayormente en bosques nublados tropicales,"# Ulmus mexicana

**Ulmus mexicana** se encuentra mayormente en:

- **Bosques de encino** (roble)
- **Bosques mixtos** de montaña
- **Cañadas y barrancas** con humedad
- **Zonas montañosas** de México

Prefiere altitudes entre 1,500 y 2,500 metros, en regiones con clima templado y suelos húmedos. Es típico de las sierras de México central y norte.",0.4032572507858276,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
69,Claude,costa rica,geography,DIFÍCIL,¿Cuál es la importancia del descubrimiento del Riftia pachyptila en el contexto de la simbiosis entre invertebrados y bacterias marinas?,"Fue el primer caso conocido de simbiosis entre un invertebrado y bacterias marinas, modificando el concepto que se tenía de la vida al vivir en un hábitat casi carente de oxígeno y utilizar elementos sulfurosos procedentes del interior de la Tierra.","# Importancia del Riftia pachyptila

El descubrimiento de *Riftia pachyptila* (gusano de tubo gigante) fue revolucionario porque:

## Cambio de paradigma
Demostró que los organismos **no dependen necesariamente de la fotosíntesis** como fuente de energía primaria. Este gusano vive en fuentes hidrotermales sin luz solar.

## Quimiosíntesis bacteriana
Reveló una **simbiosis obligatoria** entre el gusano y bacterias quimiosintéticas que oxidan sulfuro de hidrógeno (H₂S) para obtener energía, que transfieren al hospedador.

## Importancia científica
- Amplió el concepto de ecosistemas viables
- Mostró que la vida puede prosperar en ambientes extremos
- Evidenció la importancia de las bacterias simbióticas en la nutrición de invertebrados
- Inspiró búsqueda de vida en otros planetas

## Impacto biológ",0.5384573936462402,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
70,Claude,costa rica,geography,FÁCIL,¿Qué tipo de pez es Chaetodontoplus melanosoma?,"una especie de ""pez ángel"" de la familia Pomacanthidae","Chaetodontoplus melanosoma es un **pez ángel** (familia Pomacanthidae). Es una especie marina de agua salada, también conocida como ángel melanosoma o ángel de cola negra, originaria de arrecifes de coral del Océano Índico y Pacífico.",0.5807190537452698,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
71,Claude,costa rica,geography,INTERMEDIA,¿Dónde se encuentra la especie Panesthia angustipennis?,En Japón.,"# Panesthia angustipennis

La especie **Panesthia angustipennis** se encuentra en **Australia**, particularmente en regiones del este y sureste del país. Es una cucaracha nativa australiana que habita en ambientes húmedos y boscosos.",0.087670050561428,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
72,Claude,costa rica,tradition,DIFÍCIL,¿Quiénes fueron los piratas que sembraron el terror en Hispanoamérica y anclaron en el río Jesús María?,Bartolomé Sharp y William Dampier,"# Piratas en el Río Jesús María

Los piratas más notables que operaron en Hispanoamérica y ancaron en el río Jesús María (ubicado en la costa de Venezuela) fueron:

- **Henry Morgan** - Bucanero galés que realizó ataques en el Caribe en el siglo XVII
- **Bartolomé Portugués** - Pirata que operó en aguas caribeñas
- **Otros bucaneros ingleses y franceses** que saqueaban ciudades costeras

El río Jesús María fue un punto de refugio estratégico para estos piratas durante sus operaciones de saqueo contra colonias españolas en el siglo XVII, especialmente durante las décadas de 1660-1680.

¿Hay algún pirata específico sobre el que desees más información?",0.240377277135849,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
73,Claude,costa rica,tradition,FÁCIL,¿Qué agrupa la mitología guatusa?,Conjunto de historias religiosas protagonizadas por personajes de carácter divino.,"# Mitología Guatusa

La mitología guatusa agrupa **creencias, historias y tradiciones religiosas del pueblo guatuso** (también llamados hwëtare), un grupo indígena de Costa Rica.

Esta mitología incluye:

- **Dioses y seres sobrenaturales** de su cosmología
- **Historias de creación** del mundo y la humanidad
- **Leyendas y relatos** sobre la naturaleza y los animales
- **Prácticas rituales y ceremoniales** asociadas a sus creencias

Es parte del patrimonio cultural inmaterial de este pueblo originario costarricense.",0.3817012906074524,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
74,Claude,costa rica,tradition,INTERMEDIA,¿Cuántos cuentos tradicionales fueron recopilados originalmente en Cuentos viejos?,14 cuentos tradicionales,"No tengo información específica sobre una obra titulada ""Cuentos viejos"" ni sobre la cantidad exacta de cuentos que contiene. Para darte una respuesta precisa, necesitaría más contexto sobre:

- El autor o recopilador
- El país o región de origen
- La época de publicación

¿Podrías proporcionar más detalles sobre esta obra?",0.5177361965179443,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
75,Claude,cuba,dish,DIFÍCIL,¿Quién dirigió el proyecto de Coppelia y qué objetivo tenía en relación a las marcas estadounidenses?,Fidel Castro; producir más sabores de helado que las grandes marcas estadounidenses,"# Coppelia

**Coppelia** fue un proyecto dirigido por la **CIA** (Agencia Central de Inteligencia de Estados Unidos) durante la Guerra Fría.

## Objetivo

El objetivo era **recopilar inteligencia sobre marcas y empresas estadounidenses** que operaban en Cuba, especialmente después de la Revolución Cubana de 1959. Buscaba monitorear y documentar las actividades comerciales estadounidenses en la isla para fines de espionaje económico y político.",0.4855799674987793,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
76,Claude,cuba,dish,FÁCIL,¿Qué es el cojito?,un cóctel dulce hecho con lima y menta,"# Cojito

El **cojito** es un cóctel cubano tradicional hecho con:

- **Ron blanco** (generalmente cubano)
- **Jugo de limón fresco**
- **Azúcar** o jarabe simple
- **Hielo**
- **Menta** (opcional)

Se prepara similar a un daiquiri o mojito, pero más simple. Es una bebida refrescante típica de Cuba, especialmente popular en La Habana. El nombre viene del diminutivo de ""cojo"" (cojito = ""cojitico""), aunque el origen exacto del nombre es incierto.",0.4367430806159973,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
77,Claude,cuba,dish,INTERMEDIA,¿Qué tipo de forma suelen tener las piezas de pan cubano?,piezas alargadas,"Las piezas de pan cubano suelen tener forma **alargada y ovalada**, similar a una baguette francesa pero más corta y gruesa. Tienen una corteza crujiente y característica, con una hendidura o surco en el centro que las divide longitudinalmente.",0.4375507831573486,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
78,Claude,cuba,fauna,DIFÍCIL,¿Qué características distintivas tiene la jutía rata (Mesocapromys auritus) y cuál es su hábitat específico?,"Posee una larga cola casi del tamaño de su cuerpo, pelaje abundante y áspero, y su hábitat está constituido por una sola población en Cayo Fragoso.","# Jutía Rata (Mesocapromys auritus)

## Características distintivas:
- **Orejas grandes y prominentes** (de ahí su nombre ""auritus"")
- **Tamaño mediano**: cuerpo robusto de aproximadamente 25-30 cm
- **Cola corta y gruesa**
- **Pelaje denso** de color marrón oscuro
- **Dientes roedores** característicos de los caviomorfos

## Hábitat específico:
- **Endémica de Cuba** (isla de la Juventud)
- Habita en **bosques húmedos y selvas** de zonas montañosas
- Prefiere áreas con **densa vegetación y refugios naturales**
- Se encuentra en terrenos rocosos con cuevas y grietas

## Estatus:
Es una especie **vulnerable** debido a la pérdida de hábitat y la depredación por especies introducidas.",0.3372445702552795,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
79,Claude,cuba,fauna,FÁCIL,¿Qué tipo de especie es Eleutherodactylus bartonsmithi?,una especie de rana de la familia Eleutherodactylidae,"Eleutherodactylus bartonsmithi es una **especie de rana**. Específicamente, es una rana pequeña sin pulmones (o con pulmones muy reducidos) que pertenece a la familia Eleutherodactylidae. Es endémica de Puerto Rico.",0.855695366859436,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
80,Claude,cuba,fauna,INTERMEDIA,¿En qué año fue descrita Leptostylus heticus?,1975,"No tengo información específica sobre el año en que fue descrita *Leptostylus heticus*. Para obtener esta información con precisión, te recomiendo consultar bases de datos especializadas como:

- Zoological Record
- Google Scholar
- Catálogos taxonómicos especializados en insectos

¿Hay algo más que pueda ayudarte?",0.2044855654239654,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
81,Claude,cuba,flora,DIFÍCIL,¿Quién describió el género Hemithrinax y en qué publicación se realizó?,fue descrito por Joseph Dalton Hooker y publicado en Genera Plantarum 3: 930. 1883,"# Hemithrinax

El género **Hemithrinax** fue descrito por **Hooker** en **1883**, en la publicación **""Report on the Flora of the Bahama Islands""** (Informe sobre la Flora de las Islas Bahamas).

Este género incluye palmas endémicas de las Bahamas, siendo la especie más conocida *Hemithrinax echinata*.",0.2993529438972473,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
82,Claude,cuba,flora,FÁCIL,¿Qué tipo de especie es Ximenia roigii?,Es una especie de planta en la familia Olacaceae.,"Ximenia roigii es una **especie de planta** perteneciente a la familia Olacaceae. Es un arbusto o árbol pequeño endémico de Cuba, conocido por sus propiedades medicinales y su importancia en la flora local.",0.6896297931671143,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
83,Claude,cuba,flora,INTERMEDIA,¿Dónde se distribuye Machaonia havanensis?,"desde México (Chiapas) hasta Belice, Cuba","# Machaonia havanensis

**Machaonia havanensis** se distribuye en **Cuba**, específicamente en la región de La Habana y otras áreas de la isla. Es una especie endémica de Cuba.",0.4728061556816101,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
84,Claude,cuba,geography,DIFÍCIL,¿Cuál fue el impacto del hundimiento del Torrey Canyon en las normas internacionales de navegación?,"El desastre del Torrey Canyon condujo a una profunda reestructuración de las normas internacionales de navegación, sobre todo en lo referente a la responsabilidad civil de las compañías y a la prevención de desastres ambientales del mismo tipo.","# Impacto del Torrey Canyon en normas internacionales

El hundimiento del **Torrey Canyon en 1967** fue un punto de inflexión que generó importantes cambios:

## Principales impactos:

1. **Convenio MARPOL (1973)**: Estableció regulaciones para prevenir la contaminación marina por petróleo y otras sustancias.

2. **Normas de seguridad marítima**: Impulsó mejoras en:
   - Diseño de buques tanqueros
   - Sistemas de doble casco
   - Procedimientos de navegación

3. **Responsabilidad civil**: Llevó a crear fondos de compensación internacional para daños por derrames de petróleo.

4. **Inspecciones y control**: Fortaleció los sistemas de inspección de buques y puertos.

5. **Conciencia ambiental**: Marcó el inicio de una mayor preocupación por la protección marina a nivel global.

Este desastre ecológico (37 millones de litros de",0.732283890247345,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
85,Claude,cuba,geography,FÁCIL,¿Qué tipo de fenómeno meteorológico fue la tormenta tropical Ana?,Tormenta tropical.,"La tormenta tropical Ana fue un **ciclón tropical** (específicamente una tormenta tropical, categoría intermedia entre depresión tropical y huracán). 

Se caracterizó por vientos fuertes, lluvias abundantes y potencial destructivo típico de este tipo de fenómenos meteorológicos que se forman sobre aguas cálidas oceánicas.",0.5766531229019165,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
86,Claude,cuba,geography,INTERMEDIA,¿En qué año fue construido el SS Yarmouth?,1903.,El SS Yarmouth fue construido en **1927**.,0.2624146640300751,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
87,Claude,cuba,object,DIFÍCIL,¿Cuál es el origen de las claves y para qué se utilizaban inicialmente en Cuba?,proviene de clavijas de ácanas que fijaban el maderamen de los barcos y se utilizó para marcar el ritmo de trabajo entre los astilleros cubanos,"# Origen de las Claves en Cuba

## Origen
Las claves tienen raíces en **instrumentos de percusión africanos** traídos por esclavos durante la época colonial. También se relacionan con herramientas de trabajo (claves de madera usadas en minas y construcción).

## Uso Inicial
Se utilizaban principalmente para:

1. **Marcar el ritmo** en trabajos forzados y en campos
2. **Acompañamiento musical** en celebraciones y rituales de origen africano
3. **Comunicación** entre trabajadores

## Evolución
Con el tiempo, las claves se integraron en la música popular cubana, convirtiéndose en un instrumento fundamental de la **música folklórica y popular** (son, rumba, mambo, salsa), donde marcan el patrón rítmico característico de la música cubana.

Hoy son un símbolo cultural cubano reconocido mundialmente.",0.5600099563598633,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
88,Claude,cuba,object,FÁCIL,¿Qué es la guataca?,la palabra para la Azada,"# Guataca

La guataca es una **herramienta agrícola** utilizada principalmente en América Latina, especialmente en Cuba y otros países caribeños.

## Características:
- Consiste en una **pala plana y ancha** con un mango largo
- Se usa para **cavar, remover y preparar la tierra**
- Similar a una azada, pero con la hoja más rectangular

## Usos:
- Labrar y airear el suelo
- Hacer surcos para siembra
- Remover maleza
- Trabajos de jardinería y agricultura

Es una herramienta tradicional muy común en el trabajo agrícola manual.",0.3532510101795196,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
89,Claude,cuba,object,INTERMEDIA,¿Dónde se documentó por primera vez el uso del bongó?,la región oriental de Cuba,"# Primer registro del bongó

El bongó se documentó por primera vez en **Cuba** a finales del siglo XIX. Su origen se remonta a la música afrocubana, donde surgió como evolución de instrumentos de percusión africanos traídos por esclavos. 

Se popularizó especialmente en el contexto del **son cubano** y la música popular cubana durante el siglo XX, convirtiéndose en un instrumento fundamental de la música latina.",0.6108089089393616,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
90,Claude,ecuador,dish,DIFÍCIL,"¿Qué ingredientes autóctonos de la sierra ecuatoriana se agregaron a la fritada, y quién introdujo el cerdo al continente americano?","mote, choclo y papas; los españoles","# Fritada ecuatoriana

**Ingredientes autóctonos agregados:**
- **Maíz** (en forma de mote)
- **Plátano verde** (frito)
- **Yuca**
- **Cebolla blanca** y otros vegetales locales

**Introducción del cerdo:**
**Cristóbal Colón** fue quien introdujo los cerdos al continente americano durante su segundo viaje en 1493. Los españoles trajeron esta especie como parte de la conquista y colonización, transformando la gastronomía americana.

La fritada es un ejemplo de **fusión culinaria**: la técnica española de freír carne de cerdo se combinó con ingredientes andinos para crear este plato típico de la sierra ecuatoriana.",0.6878186464309692,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
91,Claude,ecuador,dish,FÁCIL,¿Qué tipo de empresa es Corporación Fernández?,una Empresa Nacional,"No tengo información específica sobre ""Corporación Fernández"" en mis datos. Para poder ayudarte, necesitaría más contexto, como:

- Su ubicación geográfica (país, ciudad)
- El sector o industria en el que opera
- Si es una empresa conocida o local

¿Podrías proporcionar más detalles para que pueda darte una respuesta más precisa?",0.4234189987182617,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
92,Claude,ecuador,dish,INTERMEDIA,¿Cuáles son los ingredientes principales del mote pillo?,mote y huevo,"# Ingredientes principales del mote pillo

El mote pillo es un plato típico ecuatoriano cuyos ingredientes principales son:

1. **Mote** (maíz cocido y desgranado)
2. **Queso fresco** (desmenuzado)
3. **Huevos**
4. **Cebolla**
5. **Aceite o mantequilla**
6. **Sal y pimienta**

Algunos preparados también incluyen **cilantro** y **ají** para darle más sabor. Se trata de una mezcla que se cocina en sartén hasta obtener una consistencia cremosa y sabrosa.",0.4746066331863403,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
93,Claude,ecuador,fauna,DIFÍCIL,¿Cuáles son las características distintivas del Sakí ecuatorial en términos de su comportamiento social y dieta?,"Es una especie gregaria, vive en grupos de uno a cuatro individuos y se alimenta principalmente de fruta y hojas de los árboles en los que vive.","# Sakí Ecuatorial

## Comportamiento Social
- **Grupos pequeños**: Viven en grupos de 4-8 individuos
- **Territoriales**: Defienden activamente su territorio
- **Nocturnos/Crepusculares**: Más activos al atardecer y noche
- **Comunicación vocal**: Utilizan vocalizaciones para mantener cohesión grupal

## Dieta
- **Omnívoros especializados**: Se alimentan principalmente de:
  - Semillas y frutos
  - Insectos (especialmente artrópodos)
  - Pequeños vertebrados ocasionalmente
- **Forrajeros activos**: Buscan alimento en el dosel y sotobosque
- **Preferencia por semillas duras**: Tienen mandíbulas fuertes para romper semillas

## Hábitat
Viven en bosques húmedos tropicales de la Amazonía ecuatoriana, moviéndose ágilmente entre las ramas del dosel.",0.3092730045318603,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
94,Claude,ecuador,fauna,FÁCIL,¿Qué tipo de especie es Puffinus subalaris?,Es una pequeña ave.,"Puffinus subalaris es un **ave marina**, específicamente un **petrel o pardela**. Es una especie de ave procariiforme de la familia Procellariidae, conocida comúnmente como pardela de Audubon. Se distribuye en océanos tropicales y subtropicales.",0.4204891920089721,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
95,Claude,ecuador,fauna,INTERMEDIA,¿Dónde se encuentra Knodus septentrionalis?,Sudamérica: cuenca del río Pastaza en Ecuador,"# Knodus septentrionalis

**Knodus septentrionalis** es una especie de pez que se encuentra en **América del Sur**, específicamente en la **cuenca del río Amazonas** en **Colombia y Perú**.

Habita en ríos y arroyos de agua dulce en regiones tropicales de la Amazonia.",0.4157048463821411,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
96,Claude,ecuador,flora,DIFÍCIL,¿Qué características distintivas tiene Brachyotum confertum y en qué parque está protegida?,es un endemismo de Ecuador y está protegida en el interior del Parque nacional Cajas,"# Brachyotum confertum

**Características distintivas:**
- Arbusto de la familia Melastomataceae
- Flores de color púrpura o violeta
- Hojas pequeñas y densamente agrupadas (de ahí su nombre ""confertum"")
- Tamaño compacto, típicamente entre 1-2 metros de altura
- Frutos tipo baya

**Protección:**
Está protegida en el **Parque Nacional Podocarpus** (ubicado en la frontera entre las provincias de Loja y Zamora-Chinchipe, Ecuador).

Esta especie es endémica de los Andes ecuatorianos y se encuentra en bosques nublados de montaña.",0.4766276478767395,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
97,Claude,ecuador,flora,FÁCIL,¿Qué tipo de planta es el Ecuadendron?,un género monotípico de plantas de la subfamilia Caesalpinioideae,"El Ecuadendron es un árbol tropical de la familia Sapotaceae, nativo de Ecuador. Se caracteriza por ser una especie forestal de tamaño mediano a grande, con madera valiosa y frutos comestibles. Es poco conocido fuera de su región de origen.",0.4998956620693207,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
98,Claude,ecuador,flora,INTERMEDIA,¿Dónde es nativa el Anthurium andraeanum?,Colombia y Ecuador,"El Anthurium andraeanum es nativo de Colombia, específicamente de las regiones tropicales del país.",0.6177545785903931,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
99,Claude,ecuador,geography,DIFÍCIL,¿A quién se le debe el nombre de la Parroquia Sucre y qué evento histórico relevante está asociado con esta figura?,"Se le debe al mariscal Antonio José de Sucre, quien comandó las tropas que derrotaron a los españoles en la Batalla del Pichincha el 24 de mayo de 1822.","# Parroquia Sucre

La Parroquia Sucre lleva el nombre de **Antonio José de Sucre**, mariscal y prócer de la independencia sudamericana.

## Evento histórico relevante:

El evento más importante asociado a Sucre es la **Batalla de Ayacucho (1824)**, donde derrotó definitivamente a las fuerzas realistas españolas en Perú, consolidando la independencia de América del Sur. Sucre también fue el fundador de Bolivia (entonces Alto Perú) y su primer presidente.",0.5481167435646057,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
100,Claude,ecuador,geography,FÁCIL,¿Cuál es la cabecera cantonal del Cantón Eloy Alfaro?,la ciudad de Valdez más conocida como Limones,La cabecera cantonal del Cantón Eloy Alfaro es **Durán**.,0.2234238237142563,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
101,Claude,ecuador,geography,INTERMEDIA,¿Cuál es la cabecera cantonal del Cantón El Carmen?,la ciudad de El Carmen,"La cabecera cantonal del Cantón El Carmen es **El Carmen**, la cual es una ciudad ubicada en la provincia de Manabí, Ecuador.",0.644752025604248,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
102,Claude,ecuador,tradition,DIFÍCIL,¿Cuál es el origen histórico de la diablada de Píllaro y qué cambios ha tenido en su vestimenta a lo largo del tiempo?,se origina durante la época colonial y ha cambiado su vestido,"# Diablada de Píllaro

## Origen Histórico
La Diablada de Píllaro surgió en el siglo XVI en Ecuador, como una manifestación de **sincretismo religioso** durante la conquista española. Los indígenas incorporaron elementos de sus creencias ancestrales con la religión católica, creando una celebración donde los ""diablos"" representaban la lucha entre el bien y el mal.

## Evolución de la Vestimenta

**Inicialmente:**
- Trajes simples con telas básicas
- Máscaras rústicas de madera
- Colores naturales limitados

**Transformación moderna:**
- **Máscaras elaboradas** con diseños complejos, cuernos grandes y expresiones exageradas
- **Trajes coloridos** con lentejuelas, bordados y telas brillantes
- **Capas y accesorios** más sofisticados
- **Influencia de la moda contemporánea** sin perder la esencia tradicional

## Actualidad
Hoy la",0.4684532284736633,gpt,PARCIAL,v2_fixed_system_prompt,parcial,False,mode_of_3_runs
103,Claude,ecuador,tradition,FÁCIL,¿Cuándo se efectúa el festival de la Concha Acústica de la Villa Flora?,Cada 31 de diciembre.,"No tengo información específica sobre un festival de la Concha Acústica de la Villa Flora. Para obtener esta información, te recomiendo:

1. Buscar en el sitio web oficial del municipio o localidad donde se encuentra
2. Contactar directamente con la administración local
3. Consultar en redes sociales o plataformas de eventos culturales de tu región

¿Podrías indicar en qué ciudad o país se ubica para ayudarte mejor?",0.1002862155437469,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
104,Claude,ecuador,tradition,INTERMEDIA,¿Qué representa la warmitukushka durante el Pawkar Raymi?,"Representa a la Pachamama, así como a la parte femenina presente en los hombres y la dualidad entre ambos.","# Warmitukushka en Pawkar Raymi

La **warmitukushka** es una ofrenda ritual que representa la **fertilidad y la abundancia** durante el Pawkar Raymi (fiesta de la cosecha en la cosmovisión andina).

Esta ofrenda, típica de culturas quechuas, consiste en alimentos y productos agrícolas que se presentan como agradecimiento a la Pachamama (Madre Tierra) por las cosechas obtenidas y como petición de futuras bendiciones para las siembras venideras.",0.3108106553554535,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
105,Claude,el salvador,dish,DIFÍCIL,"¿Qué bebida alcohólica tradicional de El Salvador se elabora a partir de la fermentación y destilación de caña de azúcar, maíz o panela?",Chaparro,"El **chicha** es la bebida alcohólica tradicional salvadoreña elaborada a partir de la fermentación de maíz, caña de azúcar o panela. También está el **pulque**, aunque es más típico de México. En El Salvador, el **ron** destilado de caña de azúcar es muy popular y tradicional.",0.3965276479721069,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
